itemID,genre1,genre2,genre3
3681,1,3,18
3682,7,18,12
3688,3,7,8
3705,1,8,10
3715,8,14,17
3719,1,3,12
215,1,14,17
3732,3,10,18
3735,4,1,7
3625,7,18,0
3743,7,0,0
3752,3,7,11
248,8,10,21
2755,1,21,0
3761,7,10,18
241,10,12,17
3771,1,3,19
3726,10,21,0
3750,3,6,10
3798,10,14,17
3799,3,7,12
3800,1,21,8
3804,8,10,21
3807,8,14,21
3858,14,17,21
3725,7,18,0
3878,7,10,18
3887,7,10,18
3898,1,8,10
124,7,0,0
3926,7,18,0
3933,12,14,21
3938,1,8,10
3942,1,3,21
3806,10,17,21
3962,4,3,7
182,7,0,0
3968,1,8,21
3032,8,10,0
3983,7,18,0
3990,7,14,0
3996,7,10,0
1983,1,8,21
4020,1,10,14
4025,7,8,18
3972,1,8,10
4003,17,19,21
4054,7,18,0
3992,1,3,10
3664,3,7,14
4183,8,10,0
4249,14,17,21
23,1,7,0
24,1,3,10
25,1,8,21
30,8,10,17
36,14,21,0
65,7,0,0
80,7,10,12
66,1,3,8
114,1,3,17
116,1,19,21
120,1,8,21
149,10,19,21
13,1,14,19
160,1,3,21
101,7,14,21
42,1,3,21
61,10,19,21
220,1,17,19
221,14,17,21
225,7,10,18
227,8,14,21
232,8,14,21
239,10,14,19
240,14,17,19
242,10,21,0
243,8,14,21
3517,14,17,21
47,1,17,19
3522,3,7,8
3562,8,10,17
3586,1,10,19
3608,7,0,0
3610,4,7,11
3611,7,18,0
3620,1,8,0
3595,7,0,0
3626,19,21,0
3630,8,10,21
3545,1,3,7
18,1,3,21
3523,14,17,21
3655,1,3,19
3670,1,3,19
3681,1,3,18
3682,7,18,12
3688,3,7,8
3705,1,8,10
3715,8,14,17
3719,1,3,12
215,1,14,17
3732,3,10,18
3735,4,1,7
3625,7,18,0
3743,7,0,0
3752,3,7,11
248,8,10,21
2755,1,21,0
3761,7,10,18
241,10,12,17
3771,1,3,19
3726,10,21,0
3750,3,6,10
3798,10,14,17
3799,3,7,12
3800,1,21,8
3804,8,10,21
3807,8,14,21
3858,14,17,21
3725,7,18,0
3878,7,10,18
3887,7,10,18
3898,1,8,10
124,7,0,0
3926,7,18,0
3933,12,14,21
3938,1,8,10
3942,1,3,21
3806,10,17,21
3962,4,3,7
182,7,0,0
3968,1,8,21
3032,8,10,0
3983,7,18,0
3990,7,14,0
3996,7,10,0
1983,1,8,21
4020,1,10,14
4025,7,8,18
3972,1,8,10
4003,17,19,21
4054,7,18,0
3992,1,3,10
3664,3,7,14
4183,8,10,0
4249,14,17,21
23,1,7,0
24,1,3,10
25,1,8,21
30,8,10,17
36,14,21,0
65,7,0,0
80,7,10,12
66,1,3,8
114,1,3,17
116,1,19,21
120,1,8,21
149,10,19,21
13,1,14,19
160,1,3,21
101,7,14,21
42,1,3,21
61,10,19,21
220,1,17,19
221,14,17,21
225,7,10,18
227,8,14,21
232,8,14,21
239,10,14,19
240,14,17,19
242,10,21,0
243,8,14,21
3517,14,17,21
47,1,17,19
3522,3,7,8
3562,8,10,17
3586,1,10,19
3608,7,0,0
3610,4,7,11
3611,7,18,0
3620,1,8,0
3595,7,0,0
3626,19,21,0
3630,8,10,21
3545,1,3,7
18,1,3,21
3523,14,17,21
3655,1,3,19
3670,1,3,19
3681,1,3,18
3682,7,18,12
3688,3,7,8
3705,1,8,10
3715,8,14,17
3719,1,3,12
215,1,14,17
3732,3,10,18
3735,4,1,7
3625,7,18,0
3743,7,0,0
3752,3,7,11
248,8,10,21
2755,1,21,0
3761,7,10,18
241,10,12,17
3771,1,3,19
3726,10,21,0
3750,3,6,10
3798,10,14,17
3799,3,7,12
3800,1,21,8
3804,8,10,21
3807,8,14,21
3858,14,17,21
3725,7,18,0
3878,7,10,18
3887,7,10,18
3898,1,8,10
124,7,0,0
3926,7,18,0
3933,12,14,21
3938,1,8,10
3942,1,3,21
3806,10,17,21
3962,4,3,7
182,7,0,0
3968,1,8,21
3032,8,10,0
3983,7,18,0
3990,7,14,0
3996,7,10,0
1983,1,8,21
4020,1,10,14
4025,7,8,18
3972,1,8,10
4003,17,19,21
4054,7,18,0
3992,1,3,10
3664,3,7,14
4183,8,10,0
4249,14,17,21
23,1,7,0
24,1,3,10
25,1,8,21
30,8,10,17
36,14,21,0
65,7,0,0
80,7,10,12
66,1,3,8
114,1,3,17
116,1,19,21
120,1,8,21
149,10,19,21
13,1,14,19
160,1,3,21
101,7,14,21
42,1,3,21
61,10,19,21
220,1,17,19
221,14,17,21
225,7,10,18
227,8,14,21
232,8,14,21
239,10,14,19
240,14,17,19
242,10,21,0
243,8,14,21
3517,14,17,21
47,1,17,19
3522,3,7,8
3562,8,10,17
3586,1,10,19
3608,7,0,0
3610,4,7,11
3611,7,18,0
3620,1,8,0
3595,7,0,0
3626,19,21,0
3630,8,10,21
3545,1,3,7
18,1,3,21
3523,14,17,21
3655,1,3,19
3670,1,3,19
3681,1,3,18
3682,7,18,12
3688,3,7,8
3705,1,8,10
3715,8,14,17
3719,1,3,12
215,1,14,17
3732,3,10,18
3735,4,1,7
3625,7,18,0
3743,7,0,0
3752,3,7,11
248,8,10,21
2755,1,21,0
3761,7,10,18
241,10,12,17
3771,1,3,19
3726,10,21,0
3750,3,6,10
3798,10,14,17
3799,3,7,12
3800,1,21,8
3804,8,10,21
3807,8,14,21
3858,14,17,21
3725,7,18,0
3878,7,10,18
3887,7,10,18
3898,1,8,10
124,7,0,0
3926,7,18,0
3933,12,14,21
3938,1,8,10
3942,1,3,21
3806,10,17,21
3962,4,3,7
182,7,0,0
3968,1,8,21
3032,8,10,0
3983,7,18,0
3990,7,14,0
3996,7,10,0
1983,1,8,21
4020,1,10,14
4025,7,8,18
3972,1,8,10
4003,17,19,21
4054,7,18,0
3992,1,3,10
3664,3,7,14
4183,8,10,0
4249,14,17,21
23,1,7,0
24,1,3,10
25,1,8,21
30,8,10,17
36,14,21,0
65,7,0,0
80,7,10,12
66,1,3,8
114,1,3,17
116,1,19,21
120,1,8,21
149,10,19,21
13,1,14,19
160,1,3,21
101,7,14,21
42,1,3,21
61,10,19,21
220,1,17,19
221,14,17,21
225,7,10,18
227,8,14,21
232,8,14,21
239,10,14,19
240,14,17,19
242,10,21,0
243,8,14,21
3517,14,17,21
47,1,17,19
3522,3,7,8
3562,8,10,17
3586,1,10,19
3608,7,0,0
3610,4,7,11
3611,7,18,0
3620,1,8,0
3595,7,0,0
3626,19,21,0
3630,8,10,21
3545,1,3,7
18,1,3,21
3523,14,17,21
3655,1,3,19
3670,1,3,19
3681,1,3,18
3682,7,18,12
3688,3,7,8
3705,1,8,10
3715,8,14,17
3719,1,3,12
215,1,14,17
3732,3,10,18
3735,4,1,7
3625,7,18,0
3743,7,0,0
3752,3,7,11
248,8,10,21
2755,1,21,0
3761,7,10,18
241,10,12,17
3771,1,3,19
3726,10,21,0
3750,3,6,10
3798,10,14,17
3799,3,7,12
3800,1,21,8
3804,8,10,21
3807,8,14,21
3858,14,17,21
3725,7,18,0
3878,7,10,18
3887,7,10,18
3898,1,8,10
124,7,0,0
3926,7,18,0
3933,12,14,21
3938,1,8,10
3942,1,3,21
3806,10,17,21
3962,4,3,7
182,7,0,0
3968,1,8,21
3032,8,10,0
3983,7,18,0
3990,7,14,0
3996,7,10,0
1983,1,8,21
4020,1,10,14
4025,7,8,18
3972,1,8,10
4003,17,19,21
4054,7,18,0
3992,1,3,10
3664,3,7,14
4183,8,10,0
4249,14,17,21
39,3,12,17
47,1,17,19
103,1,10,0
3571,7,23,0
3572,3,7,23
3573,9,0,0
3574,10,0,0
3575,10,0,0
3576,4,0,0
3577,10,15,18
3578,10,0,0
3510,6,10,13
199,10,18,0
3711,1,7,0
3717,8,10,0
3718,8,10,0
39,3,12,17
47,1,17,19
103,1,10,0
3571,7,23,0
3572,3,7,23
3573,9,0,0
3574,10,0,0
3575,10,0,0
3576,4,0,0
3577,10,15,18
3578,10,0,0
3510,6,10,13
199,10,18,0
3711,1,7,0
3717,8,10,0
3718,8,10,0
39,3,12,17
47,1,17,19
103,1,10,0
3571,7,23,0
3572,3,7,23
3573,9,0,0
3574,10,0,0
3575,10,0,0
3576,4,0,0
3577,10,15,18
3578,10,0,0
3510,6,10,13
199,10,18,0
3711,1,7,0
3717,8,10,0
3718,8,10,0
39,3,12,17
47,1,17,19
103,1,10,0
3571,7,23,0
3572,3,7,23
3573,9,0,0
3574,10,0,0
3575,10,0,0
3576,4,0,0
3577,10,15,18
3578,10,0,0
3510,6,10,13
199,10,18,0
3711,1,7,0
3717,8,10,0
3718,8,10,0
39,3,12,17
47,1,17,19
103,1,10,0
3571,7,23,0
3572,3,7,23
3573,9,0,0
3574,10,0,0
3575,10,0,0
3576,4,0,0
3577,10,15,18
3578,10,0,0
3510,6,10,13
199,10,18,0
3711,1,7,0
3717,8,10,0
3718,8,10,0
30,8,10,17
30,8,10,17
30,8,10,17
30,8,10,17
30,8,10,17
1,1,3,13
2,10,14,21
16,1,17,21
42,1,3,21
66,1,3,8
1,1,3,13
2,10,14,21
16,1,17,21
42,1,3,21
66,1,3,8
1,1,3,13
2,10,14,21
16,1,17,21
42,1,3,21
66,1,3,8
1,1,3,13
2,10,14,21
16,1,17,21
42,1,3,21
66,1,3,8
1,1,3,13
2,10,14,21
16,1,17,21
42,1,3,21
66,1,3,8
16,1,17,21
16,1,17,21
16,1,17,21
16,1,17,21
16,1,17,21
49,7,18,0
66,1,3,8
78,1,8,12
79,10,12,18
98,10,18,12
137,1,3,8
49,7,18,0
66,1,3,8
78,1,8,12
79,10,12,18
98,10,18,12
137,1,3,8
49,7,18,0
66,1,3,8
78,1,8,12
79,10,12,18
98,10,18,12
137,1,3,8
49,7,18,0
66,1,3,8
78,1,8,12
79,10,12,18
98,10,18,12
137,1,3,8
49,7,18,0
66,1,3,8
78,1,8,12
79,10,12,18
98,10,18,12
137,1,3,8
17,1,7,8
50,3,7,19
51,1,19,21
52,1,3,19
53,7,10,18
54,1,3,0
55,7,0,0
39,3,12,17
58,10,14,21
57,10,0,0
56,1,8,10
34,1,7,8
63,9,15,0
18,1,3,21
62,1,3,10
61,10,19,21
95,10,13,21
96,7,14,15
65,7,0,0
128,1,6,10
99,1,3,19
133,14,19,0
141,4,3,12
38,9,7,0
146,1,10,23
180,7,8,10
181,7,10,16
182,7,0,0
165,1,3,10
78,1,8,12
3506,7,19,0
3510,6,10,13
86,1,3,12
66,1,3,8
3740,10,21,0
3516,1,3,12
17,1,7,8
50,3,7,19
51,1,19,21
52,1,3,19
53,7,10,18
54,1,3,0
55,7,0,0
39,3,12,17
58,10,14,21
57,10,0,0
56,1,8,10
34,1,7,8
63,9,15,0
18,1,3,21
62,1,3,10
61,10,19,21
95,10,13,21
96,7,14,15
65,7,0,0
128,1,6,10
99,1,3,19
133,14,19,0
141,4,3,12
38,9,7,0
146,1,10,23
180,7,8,10
181,7,10,16
182,7,0,0
165,1,3,10
78,1,8,12
3506,7,19,0
3510,6,10,13
86,1,3,12
66,1,3,8
3740,10,21,0
3516,1,3,12
17,1,7,8
50,3,7,19
51,1,19,21
52,1,3,19
53,7,10,18
54,1,3,0
55,7,0,0
39,3,12,17
58,10,14,21
57,10,0,0
56,1,8,10
34,1,7,8
63,9,15,0
18,1,3,21
62,1,3,10
61,10,19,21
95,10,13,21
96,7,14,15
65,7,0,0
128,1,6,10
99,1,3,19
133,14,19,0
141,4,3,12
38,9,7,0
146,1,10,23
180,7,8,10
181,7,10,16
182,7,0,0
165,1,3,10
78,1,8,12
3506,7,19,0
3510,6,10,13
86,1,3,12
66,1,3,8
3740,10,21,0
3516,1,3,12
17,1,7,8
50,3,7,19
51,1,19,21
52,1,3,19
53,7,10,18
54,1,3,0
55,7,0,0
39,3,12,17
58,10,14,21
57,10,0,0
56,1,8,10
34,1,7,8
63,9,15,0
18,1,3,21
62,1,3,10
61,10,19,21
95,10,13,21
96,7,14,15
65,7,0,0
128,1,6,10
99,1,3,19
133,14,19,0
141,4,3,12
38,9,7,0
146,1,10,23
180,7,8,10
181,7,10,16
182,7,0,0
165,1,3,10
78,1,8,12
3506,7,19,0
3510,6,10,13
86,1,3,12
66,1,3,8
3740,10,21,0
3516,1,3,12
17,1,7,8
50,3,7,19
51,1,19,21
52,1,3,19
53,7,10,18
54,1,3,0
55,7,0,0
39,3,12,17
58,10,14,21
57,10,0,0
56,1,8,10
34,1,7,8
63,9,15,0
18,1,3,21
62,1,3,10
61,10,19,21
95,10,13,21
96,7,14,15
65,7,0,0
128,1,6,10
99,1,3,19
133,14,19,0
141,4,3,12
38,9,7,0
146,1,10,23
180,7,8,10
181,7,10,16
182,7,0,0
165,1,3,10
78,1,8,12
3506,7,19,0
3510,6,10,13
86,1,3,12
66,1,3,8
3740,10,21,0
3516,1,3,12
67,1,8,21
171,10,0,0
188,10,15,0
231,10,18,21
241,10,12,17
3535,8,10,17
3565,7,8,0
3581,7,10,18
3619,10,17,0
3613,7,0,0
3629,4,3,7
3649,7,8,0
3702,10,21,0
3703,7,10,0
201,10,17,21
3713,3,10,23
3714,10,0,0
3716,10,17,21
3786,10,18,0
3787,10,13,0
3821,7,10,0
3822,10,22,0
3825,7,10,15
2902,10,0,0
3941,10,13,0
4023,4,3,11
4024,10,17,21
173,7,10,0
67,1,8,21
171,10,0,0
188,10,15,0
231,10,18,21
241,10,12,17
3535,8,10,17
3565,7,8,0
3581,7,10,18
3619,10,17,0
3613,7,0,0
3629,4,3,7
3649,7,8,0
3702,10,21,0
3703,7,10,0
201,10,17,21
3713,3,10,23
3714,10,0,0
3716,10,17,21
3786,10,18,0
3787,10,13,0
3821,7,10,0
3822,10,22,0
3825,7,10,15
2902,10,0,0
3941,10,13,0
4023,4,3,11
4024,10,17,21
173,7,10,0
67,1,8,21
171,10,0,0
188,10,15,0
231,10,18,21
241,10,12,17
3535,8,10,17
3565,7,8,0
3581,7,10,18
3619,10,17,0
3613,7,0,0
3629,4,3,7
3649,7,8,0
3702,10,21,0
3703,7,10,0
201,10,17,21
3713,3,10,23
3714,10,0,0
3716,10,17,21
3786,10,18,0
3787,10,13,0
3821,7,10,0
3822,10,22,0
3825,7,10,15
2902,10,0,0
3941,10,13,0
4023,4,3,11
4024,10,17,21
173,7,10,0
67,1,8,21
171,10,0,0
188,10,15,0
231,10,18,21
241,10,12,17
3535,8,10,17
3565,7,8,0
3581,7,10,18
3619,10,17,0
3613,7,0,0
3629,4,3,7
3649,7,8,0
3702,10,21,0
3703,7,10,0
201,10,17,21
3713,3,10,23
3714,10,0,0
3716,10,17,21
3786,10,18,0
3787,10,13,0
3821,7,10,0
3822,10,22,0
3825,7,10,15
2902,10,0,0
3941,10,13,0
4023,4,3,11
4024,10,17,21
173,7,10,0
67,1,8,21
171,10,0,0
188,10,15,0
231,10,18,21
241,10,12,17
3535,8,10,17
3565,7,8,0
3581,7,10,18
3619,10,17,0
3613,7,0,0
3629,4,3,7
3649,7,8,0
3702,10,21,0
3703,7,10,0
201,10,17,21
3713,3,10,23
3714,10,0,0
3716,10,17,21
3786,10,18,0
3787,10,13,0
3821,7,10,0
3822,10,22,0
3825,7,10,15
2902,10,0,0
3941,10,13,0
4023,4,3,11
4024,10,17,21
173,7,10,0
68,1,7,8
114,1,3,17
3032,8,10,0
3504,1,8,21
68,1,7,8
114,1,3,17
3032,8,10,0
3504,1,8,21
68,1,7,8
114,1,3,17
3032,8,10,0
3504,1,8,21
68,1,7,8
114,1,3,17
3032,8,10,0
3504,1,8,21
68,1,7,8
114,1,3,17
3032,8,10,0
3504,1,8,21
75,8,10,21
75,8,10,21
75,8,10,21
75,8,10,21
75,8,10,21
92,8,21,0
94,10,6,15
109,7,8,0
127,14,21,0
104,1,3,19
144,14,17,21
197,6,10,20
68,1,7,8
3730,10,18,0
3790,8,10,17
3844,9,1,7
3726,10,21,0
3750,3,6,10
3849,1,10,21
3643,8,17,21
83,1,3,10
3637,2,10,14
18,1,3,21
42,1,3,21
3748,1,10,21
3866,10,18,0
47,1,17,19
3585,1,8,12
3677,1,3,7
180,7,8,10
3873,8,10,21
3881,1,8,17
3884,10,18,0
3890,7,8,10
3891,10,0,0
3844,9,1,7
3695,1,7,8
3902,7,10,0
3904,3,10,17
3783,1,8,21
3687,1,3,12
13,1,14,19
3929,1,7,18
3831,8,21,0
3934,14,19,21
3935,7,18,0
3713,3,10,23
3974,1,3,10
3978,1,8,21
3710,10,21,0
3642,8,10,17
3551,10,0,0
4062,1,12,19
4084,10,17,21
4081,1,8,10
4100,1,8,10
3627,7,10,0
3899,1,10,17
4177,10,12,0
4003,17,19,21
3786,10,18,0
241,10,12,17
4260,10,17,18
4261,8,10,17
3950,1,3,10
92,8,21,0
94,10,6,15
109,7,8,0
127,14,21,0
104,1,3,19
144,14,17,21
197,6,10,20
68,1,7,8
3730,10,18,0
3790,8,10,17
3844,9,1,7
3726,10,21,0
3750,3,6,10
3849,1,10,21
3643,8,17,21
83,1,3,10
3637,2,10,14
18,1,3,21
42,1,3,21
3748,1,10,21
3866,10,18,0
47,1,17,19
3585,1,8,12
3677,1,3,7
180,7,8,10
3873,8,10,21
3881,1,8,17
3884,10,18,0
3890,7,8,10
3891,10,0,0
3844,9,1,7
3695,1,7,8
3902,7,10,0
3904,3,10,17
3783,1,8,21
3687,1,3,12
13,1,14,19
3929,1,7,18
3831,8,21,0
3934,14,19,21
3935,7,18,0
3713,3,10,23
3974,1,3,10
3978,1,8,21
3710,10,21,0
3642,8,10,17
3551,10,0,0
4062,1,12,19
4084,10,17,21
4081,1,8,10
4100,1,8,10
3627,7,10,0
3899,1,10,17
4177,10,12,0
4003,17,19,21
3786,10,18,0
241,10,12,17
4260,10,17,18
4261,8,10,17
3950,1,3,10
92,8,21,0
94,10,6,15
109,7,8,0
127,14,21,0
104,1,3,19
144,14,17,21
197,6,10,20
68,1,7,8
3730,10,18,0
3790,8,10,17
3844,9,1,7
3726,10,21,0
3750,3,6,10
3849,1,10,21
3643,8,17,21
83,1,3,10
3637,2,10,14
18,1,3,21
42,1,3,21
3748,1,10,21
3866,10,18,0
47,1,17,19
3585,1,8,12
3677,1,3,7
180,7,8,10
3873,8,10,21
3881,1,8,17
3884,10,18,0
3890,7,8,10
3891,10,0,0
3844,9,1,7
3695,1,7,8
3902,7,10,0
3904,3,10,17
3783,1,8,21
3687,1,3,12
13,1,14,19
3929,1,7,18
3831,8,21,0
3934,14,19,21
3935,7,18,0
3713,3,10,23
3974,1,3,10
3978,1,8,21
3710,10,21,0
3642,8,10,17
3551,10,0,0
4062,1,12,19
4084,10,17,21
4081,1,8,10
4100,1,8,10
3627,7,10,0
3899,1,10,17
4177,10,12,0
4003,17,19,21
3786,10,18,0
241,10,12,17
4260,10,17,18
4261,8,10,17
3950,1,3,10
92,8,21,0
94,10,6,15
109,7,8,0
127,14,21,0
104,1,3,19
144,14,17,21
197,6,10,20
68,1,7,8
3730,10,18,0
3790,8,10,17
3844,9,1,7
3726,10,21,0
3750,3,6,10
3849,1,10,21
3643,8,17,21
83,1,3,10
3637,2,10,14
18,1,3,21
42,1,3,21
3748,1,10,21
3866,10,18,0
47,1,17,19
3585,1,8,12
3677,1,3,7
180,7,8,10
3873,8,10,21
3881,1,8,17
3884,10,18,0
3890,7,8,10
3891,10,0,0
3844,9,1,7
3695,1,7,8
3902,7,10,0
3904,3,10,17
3783,1,8,21
3687,1,3,12
13,1,14,19
3929,1,7,18
3831,8,21,0
3934,14,19,21
3935,7,18,0
3713,3,10,23
3974,1,3,10
3978,1,8,21
3710,10,21,0
3642,8,10,17
3551,10,0,0
4062,1,12,19
4084,10,17,21
4081,1,8,10
4100,1,8,10
3627,7,10,0
3899,1,10,17
4177,10,12,0
4003,17,19,21
3786,10,18,0
241,10,12,17
4260,10,17,18
4261,8,10,17
3950,1,3,10
92,8,21,0
94,10,6,15
109,7,8,0
127,14,21,0
104,1,3,19
144,14,17,21
197,6,10,20
68,1,7,8
3730,10,18,0
3790,8,10,17
3844,9,1,7
3726,10,21,0
3750,3,6,10
3849,1,10,21
3643,8,17,21
83,1,3,10
3637,2,10,14
18,1,3,21
42,1,3,21
3748,1,10,21
3866,10,18,0
47,1,17,19
3585,1,8,12
3677,1,3,7
180,7,8,10
3873,8,10,21
3881,1,8,17
3884,10,18,0
3890,7,8,10
3891,10,0,0
3844,9,1,7
3695,1,7,8
3902,7,10,0
3904,3,10,17
3783,1,8,21
3687,1,3,12
13,1,14,19
3929,1,7,18
3831,8,21,0
3934,14,19,21
3935,7,18,0
3713,3,10,23
3974,1,3,10
3978,1,8,21
3710,10,21,0
3642,8,10,17
3551,10,0,0
4062,1,12,19
4084,10,17,21
4081,1,8,10
4100,1,8,10
3627,7,10,0
3899,1,10,17
4177,10,12,0
4003,17,19,21
3786,10,18,0
241,10,12,17
4260,10,17,18
4261,8,10,17
3950,1,3,10
47,1,17,19
93,10,17,21
51,1,19,21
81,6,10,13
82,6,10,13
83,1,3,10
84,1,10,22
85,1,8,21
104,1,3,19
47,1,17,19
93,10,17,21
51,1,19,21
81,6,10,13
82,6,10,13
83,1,3,10
84,1,10,22
85,1,8,21
104,1,3,19
47,1,17,19
93,10,17,21
51,1,19,21
81,6,10,13
82,6,10,13
83,1,3,10
84,1,10,22
85,1,8,21
104,1,3,19
47,1,17,19
93,10,17,21
51,1,19,21
81,6,10,13
82,6,10,13
83,1,3,10
84,1,10,22
85,1,8,21
104,1,3,19
47,1,17,19
93,10,17,21
51,1,19,21
81,6,10,13
82,6,10,13
83,1,3,10
84,1,10,22
85,1,8,21
104,1,3,19
86,1,3,12
85,1,8,21
87,8,10,17
97,10,8,21
107,7,12,18
117,10,15,0
118,10,18,0
119,10,21,22
131,9,0,0
132,1,3,8
131,9,0,0
39,3,12,17
158,7,12,18
159,7,10,0
196,4,1,3
38,9,7,0
3564,8,17,21
38,9,7,0
3568,9,0,0
3569,7,21,0
3545,1,3,7
47,1,17,19
2623,10,7,18
3610,4,7,11
3623,7,10,18
49,7,18,0
3625,7,18,0
166,4,3,7
115,1,10,19
190,1,3,12
231,10,18,21
3579,1,7,8
3694,7,10,18
3649,7,8,0
3697,1,8,10
3723,7,18,0
3724,7,10,0
3725,7,18,0
3731,7,10,18
3767,1,7,8
3629,4,3,7
3726,10,21,0
3793,7,10,16
3806,10,17,21
3809,10,0,0
3810,7,10,18
3820,10,17,18
3823,8,10,17
3828,7,10,0
3829,7,10,0
3510,6,10,13
3848,10,17,19
3855,8,10,18
3854,7,10,0
3879,7,8,10
102,10,0,0
3897,10,17,21
3932,7,10,18
3955,10,21,0
3955,10,21,0
3956,19,10,0
3961,8,10,21
3957,10,7,8
2661,10,0,0
3981,7,18,0
3982,8,10,0
3997,10,18,0
4018,10,18,0
4022,3,8,10
4029,7,10,18
2755,1,21,0
2490,10,7,0
3772,10,18,19
4198,10,18,0
4212,7,10,18
4218,10,21,0
4230,10,17,21
4238,8,10,0
2036,7,10,15
3025,7,10,14
4251,7,10,12
4252,10,0,0
4258,10,19,0
4185,8,10,17
2660,7,18,8
4267,7,10,0
3869,4,1,3
4276,6,10,0
4287,14,17,19
4278,7,18,0
3998,18,19,21
4347,10,17,18
4365,9,7,0
3951,10,18,0
4366,8,10,17
4368,10,18,21
2909,10,18,0
4369,10,18,0
4372,10,18,0
1890,18,10,15
3842,1,7,8
4376,10,0,0
86,1,3,12
85,1,8,21
87,8,10,17
97,10,8,21
107,7,12,18
117,10,15,0
118,10,18,0
119,10,21,22
131,9,0,0
132,1,3,8
131,9,0,0
39,3,12,17
158,7,12,18
159,7,10,0
196,4,1,3
38,9,7,0
3564,8,17,21
38,9,7,0
3568,9,0,0
3569,7,21,0
3545,1,3,7
47,1,17,19
2623,10,7,18
3610,4,7,11
3623,7,10,18
49,7,18,0
3625,7,18,0
166,4,3,7
115,1,10,19
190,1,3,12
231,10,18,21
3579,1,7,8
3694,7,10,18
3649,7,8,0
3697,1,8,10
3723,7,18,0
3724,7,10,0
3725,7,18,0
3731,7,10,18
3767,1,7,8
3629,4,3,7
3726,10,21,0
3793,7,10,16
3806,10,17,21
3809,10,0,0
3810,7,10,18
3820,10,17,18
3823,8,10,17
3828,7,10,0
3829,7,10,0
3510,6,10,13
3848,10,17,19
3855,8,10,18
3854,7,10,0
3879,7,8,10
102,10,0,0
3897,10,17,21
3932,7,10,18
3955,10,21,0
3955,10,21,0
3956,19,10,0
3961,8,10,21
3957,10,7,8
2661,10,0,0
3981,7,18,0
3982,8,10,0
3997,10,18,0
4018,10,18,0
4022,3,8,10
4029,7,10,18
2755,1,21,0
2490,10,7,0
3772,10,18,19
4198,10,18,0
4212,7,10,18
4218,10,21,0
4230,10,17,21
4238,8,10,0
2036,7,10,15
3025,7,10,14
4251,7,10,12
4252,10,0,0
4258,10,19,0
4185,8,10,17
2660,7,18,8
4267,7,10,0
3869,4,1,3
4276,6,10,0
4287,14,17,19
4278,7,18,0
3998,18,19,21
4347,10,17,18
4365,9,7,0
3951,10,18,0
4366,8,10,17
4368,10,18,21
2909,10,18,0
4369,10,18,0
4372,10,18,0
1890,18,10,15
3842,1,7,8
4376,10,0,0
86,1,3,12
85,1,8,21
87,8,10,17
97,10,8,21
107,7,12,18
117,10,15,0
118,10,18,0
119,10,21,22
131,9,0,0
132,1,3,8
131,9,0,0
39,3,12,17
158,7,12,18
159,7,10,0
196,4,1,3
38,9,7,0
3564,8,17,21
38,9,7,0
3568,9,0,0
3569,7,21,0
3545,1,3,7
47,1,17,19
2623,10,7,18
3610,4,7,11
3623,7,10,18
49,7,18,0
3625,7,18,0
166,4,3,7
115,1,10,19
190,1,3,12
231,10,18,21
3579,1,7,8
3694,7,10,18
3649,7,8,0
3697,1,8,10
3723,7,18,0
3724,7,10,0
3725,7,18,0
3731,7,10,18
3767,1,7,8
3629,4,3,7
3726,10,21,0
3793,7,10,16
3806,10,17,21
3809,10,0,0
3810,7,10,18
3820,10,17,18
3823,8,10,17
3828,7,10,0
3829,7,10,0
3510,6,10,13
3848,10,17,19
3855,8,10,18
3854,7,10,0
3879,7,8,10
102,10,0,0
3897,10,17,21
3932,7,10,18
3955,10,21,0
3955,10,21,0
3956,19,10,0
3961,8,10,21
3957,10,7,8
2661,10,0,0
3981,7,18,0
3982,8,10,0
3997,10,18,0
4018,10,18,0
4022,3,8,10
4029,7,10,18
2755,1,21,0
2490,10,7,0
3772,10,18,19
4198,10,18,0
4212,7,10,18
4218,10,21,0
4230,10,17,21
4238,8,10,0
2036,7,10,15
3025,7,10,14
4251,7,10,12
4252,10,0,0
4258,10,19,0
4185,8,10,17
2660,7,18,8
4267,7,10,0
3869,4,1,3
4276,6,10,0
4287,14,17,19
4278,7,18,0
3998,18,19,21
4347,10,17,18
4365,9,7,0
3951,10,18,0
4366,8,10,17
4368,10,18,21
2909,10,18,0
4369,10,18,0
4372,10,18,0
1890,18,10,15
3842,1,7,8
4376,10,0,0
86,1,3,12
85,1,8,21
87,8,10,17
97,10,8,21
107,7,12,18
117,10,15,0
118,10,18,0
119,10,21,22
131,9,0,0
132,1,3,8
131,9,0,0
39,3,12,17
158,7,12,18
159,7,10,0
196,4,1,3
38,9,7,0
3564,8,17,21
38,9,7,0
3568,9,0,0
3569,7,21,0
3545,1,3,7
47,1,17,19
2623,10,7,18
3610,4,7,11
3623,7,10,18
49,7,18,0
3625,7,18,0
166,4,3,7
115,1,10,19
190,1,3,12
231,10,18,21
3579,1,7,8
3694,7,10,18
3649,7,8,0
3697,1,8,10
3723,7,18,0
3724,7,10,0
3725,7,18,0
3731,7,10,18
3767,1,7,8
3629,4,3,7
3726,10,21,0
3793,7,10,16
3806,10,17,21
3809,10,0,0
3810,7,10,18
3820,10,17,18
3823,8,10,17
3828,7,10,0
3829,7,10,0
3510,6,10,13
3848,10,17,19
