itemID,director,movieLanguage,actor1,actor2,actor3
3771,256,9,1323,1363,250
3726,159,9,1416,1924,1380
3750,157,9,817,1057,77
3798,173,9,821,1067,1433
3799,653,9,790,558,857
3800,194,9,747,965,704
3804,53,9,476,583,1702
3807,738,9,1692,301,425
3858,575,9,1066,1336,1262
3725,419,9,1782,295,1510
3878,311,9,1584,1510,1483
3887,419,9,1725,1060,1510
3898,195,9,384,1494,628
124,274,9,979,1344,366
3926,186,9,16,889,419
3933,314,9,1497,1646,155
3938,611,9,1787,1632,800
3942,282,9,1639,1976,838
3806,165,9,1347,1715,466
3962,112,9,914,112,662
182,71,9,172,1483,1953
3968,636,9,1323,434,641
3032,624,9,1854,73,965
3983,600,9,1483,860,1777
3990,204,9,1897,28,1070
3996,509,9,1887,106,418
1983,383,9,251,1587,216
4020,814,9,1697,1931,808
4025,535,9,846,165,1122
3972,425,9,1922,1511,993
4003,199,9,807,1372,1912
4054,800,9,1380,1040,1489
3992,497,9,823,1348,1646
3664,686,9,914,1975,566
4183,574,9,1975,1423,113
4249,136,9,1326,1179,1554
23,410,9,1954,1122,1665
24,808,9,1126,1003,788
25,632,9,251,1969,133
30,165,9,223,1404,699
36,529,9,951,1684,1286
65,556,9,979,1658,542
80,230,9,16,1052,370
66,666,9,437,1795,1374
114,397,9,1437,716,978
116,142,9,1794,1588,961
120,360,9,1649,1240,1944
149,650,9,710,1660,1716
13,590,9,1382,57,1109
160,680,9,475,807,571
101,27,9,543,17,909
42,354,9,1180,224,1552
61,792,9,20,1697,469
220,23,9,1957,239,246
221,160,9,506,627,682
225,99,9,1437,1822,497
227,160,9,1859,1736,100
232,160,9,1859,400,1704
239,172,10,730,613,488
240,227,10,386,1921,1996
242,242,9,951,651,516
243,167,9,1859,400,1704
3517,433,9,1859,400,183
47,135,9,1169,1088,997
3522,408,9,251,1306,72
3562,794,9,1975,543,674
3586,444,9,349,1818,561
3608,341,9,1332,1583,1461
3610,621,9,1782,857,1658
3611,800,9,566,1520,71
3620,740,9,660,223,1297
3595,186,9,16,1100,344
3626,101,9,573,1706,500
3630,70,9,165,975,1580
3545,201,9,1344,1284,550
18,750,9,1803,251,1376
3523,366,9,340,214,215
3655,198,9,718,832,1684
3670,737,9,877,244,460
3681,641,9,651,369,1823
3682,598,9,951,1052,239
3688,254,9,1437,977,420
3705,42,9,923,413,638
3715,433,9,1859,400,183
3719,652,9,893,686,1114
215,98,9,1857,1562,939
3732,606,9,1413,790,20
3735,774,9,1953,1858,979
3625,369,9,172,889,1539
3743,591,9,1620,172,1483
3752,67,9,1636,322,933
248,224,9,1272,24,811
2755,713,9,1437,951,1402
3761,145,9,263,1878,1742
241,135,9,747,349,1343
3771,256,9,1323,1363,250
3726,159,9,1416,1924,1380
3750,157,9,817,1057,77
3798,173,9,821,1067,1433
3799,653,9,790,558,857
3800,194,9,747,965,704
3804,53,9,476,583,1702
3807,738,9,1692,301,425
3858,575,9,1066,1336,1262
3725,419,9,1782,295,1510
3878,311,9,1584,1510,1483
3887,419,9,1725,1060,1510
3898,195,9,384,1494,628
124,274,9,979,1344,366
3926,186,9,16,889,419
3933,314,9,1497,1646,155
3938,611,9,1787,1632,800
3942,282,9,1639,1976,838
3806,165,9,1347,1715,466
3962,112,9,914,112,662
182,71,9,172,1483,1953
3968,636,9,1323,434,641
3032,624,9,1854,73,965
3983,600,9,1483,860,1777
3990,204,9,1897,28,1070
3996,509,9,1887,106,418
1983,383,9,251,1587,216
4020,814,9,1697,1931,808
4025,535,9,846,165,1122
3972,425,9,1922,1511,993
4003,199,9,807,1372,1912
4054,800,9,1380,1040,1489
3992,497,9,823,1348,1646
3664,686,9,914,1975,566
4183,574,9,1975,1423,113
4249,136,9,1326,1179,1554
39,756,9,719,368,1914
47,135,9,1169,1088,997
103,154,25,1220,33,128
3571,701,14,615,1875,795
3572,703,14,1875,501,955
3573,318,24,0,0,0
3574,3,9,406,1892,1571
3575,5,10,1031,1970,871
3576,21,23,1686,763,1767
3577,80,9,916,1182,1321
3578,767,14,1498,1943,140
3510,165,9,914,89,1040
199,691,9,1019,195,817
3711,473,9,524,337,444
3717,218,22,52,59,1157
3718,592,22,509,441,984
39,756,9,719,368,1914
47,135,9,1169,1088,997
103,154,25,1220,33,128
3571,701,14,615,1875,795
3572,703,14,1875,501,955
3573,318,24,0,0,0
3574,3,9,406,1892,1571
3575,5,10,1031,1970,871
3576,21,23,1686,763,1767
3577,80,9,916,1182,1321
3578,767,14,1498,1943,140
3510,165,9,914,89,1040
199,691,9,1019,195,817
3711,473,9,524,337,444
3717,218,22,52,59,1157
3718,592,22,509,441,984
39,756,9,719,368,1914
47,135,9,1169,1088,997
103,154,25,1220,33,128
3571,701,14,615,1875,795
3572,703,14,1875,501,955
3573,318,24,0,0,0
3574,3,9,406,1892,1571
3575,5,10,1031,1970,871
3576,21,23,1686,763,1767
3577,80,9,916,1182,1321
3578,767,14,1498,1943,140
3510,165,9,914,89,1040
199,691,9,1019,195,817
3711,473,9,524,337,444
3717,218,22,52,59,1157
3718,592,22,509,441,984
39,756,9,719,368,1914
47,135,9,1169,1088,997
103,154,25,1220,33,128
3571,701,14,615,1875,795
3572,703,14,1875,501,955
3573,318,24,0,0,0
3574,3,9,406,1892,1571
3575,5,10,1031,1970,871
3576,21,23,1686,763,1767
3577,80,9,916,1182,1321
3578,767,14,1498,1943,140
3510,165,9,914,89,1040
199,691,9,1019,195,817
3711,473,9,524,337,444
3717,218,22,52,59,1157
3718,592,22,509,441,984
39,756,9,719,368,1914
47,135,9,1169,1088,997
103,154,25,1220,33,128
3571,701,14,615,1875,795
3572,703,14,1875,501,955
3573,318,24,0,0,0
3574,3,9,406,1892,1571
3575,5,10,1031,1970,871
3576,21,23,1686,763,1767
3577,80,9,916,1182,1321
3578,767,14,1498,1943,140
3510,165,9,914,89,1040
199,691,9,1019,195,817
3711,473,9,524,337,444
3717,218,22,52,59,1157
3718,592,22,509,441,984
30,165,9,223,1404,699
30,165,9,223,1404,699
30,165,9,223,1404,699
30,165,9,223,1404,699
30,165,9,223,1404,699
1,549,9,494,1348,1467
2,776,9,491,135,137
16,618,9,98,1181,328
42,354,9,1180,224,1552
66,666,9,437,1795,1374
1,549,9,494,1348,1467
2,776,9,491,135,137
16,618,9,98,1181,328
42,354,9,1180,224,1552
66,666,9,437,1795,1374
1,549,9,494,1348,1467
2,776,9,491,135,137
16,618,9,98,1181,328
42,354,9,1180,224,1552
66,666,9,437,1795,1374
1,549,9,494,1348,1467
2,776,9,491,135,137
16,618,9,98,1181,328
42,354,9,1180,224,1552
66,666,9,437,1795,1374
1,549,9,494,1348,1467
2,776,9,491,135,137
16,618,9,98,1181,328
42,354,9,1180,224,1552
66,666,9,437,1795,1374
16,618,9,98,1181,328
16,618,9,98,1181,328
16,618,9,98,1181,328
16,618,9,98,1181,328
16,618,9,98,1181,328
49,546,9,513,1037,311
66,666,9,437,1795,1374
78,814,9,1241,195,1302
79,178,9,1121,1629,1820
98,524,9,925,1058,1113
137,749,9,881,1994,335
49,546,9,513,1037,311
66,666,9,437,1795,1374
78,814,9,1241,195,1302
79,178,9,1121,1629,1820
98,524,9,925,1058,1113
137,749,9,881,1994,335
49,546,9,513,1037,311
66,666,9,437,1795,1374
78,814,9,1241,195,1302
79,178,9,1121,1629,1820
98,524,9,925,1058,1113
137,749,9,881,1994,335
49,546,9,513,1037,311
66,666,9,437,1795,1374
78,814,9,1241,195,1302
79,178,9,1121,1629,1820
98,524,9,925,1058,1113
137,749,9,881,1994,335
49,546,9,513,1037,311
66,666,9,437,1795,1374
78,814,9,1241,195,1302
79,178,9,1121,1629,1820
98,524,9,925,1058,1113
137,749,9,881,1994,335
17,408,9,190,558,1657
50,424,21,1468,162,1901
51,313,9,749,1416,1778
52,416,9,1420,676,28
53,527,9,1344,1545,870
54,560,9,1233,835,644
55,434,9,863,1099,1785
39,756,9,719,368,1914
58,355,9,175,121,558
57,588,9,1267,257,1022
56,313,9,1564,1414,170
34,786,9,251,416,429
63,321,9,600,1815,969
18,750,9,1803,251,1376
62,19,9,476,645,1380
61,792,9,20,1697,469
95,106,9,1863,1091,190
96,658,9,1240,762,60
65,556,9,979,1658,542
128,806,4,507,1753,1231
99,396,9,1622,699,497
133,646,9,519,1768,762
141,287,9,414,1826,897
38,65,9,1833,154,1738
146,348,9,998,960,1319
180,762,9,531,1602,1800
181,442,5,621,1397,1589
182,71,9,172,1483,1953
165,393,17,1884,1808,1988
78,814,9,1241,195,1302
3506,734,9,951,1616,402
3510,165,9,914,89,1040
86,467,10,1212,672,1540
66,666,9,437,1795,1374
3740,365,9,1620,531,1382
3516,765,9,769,916,1345
17,408,9,190,558,1657
50,424,21,1468,162,1901
51,313,9,749,1416,1778
52,416,9,1420,676,28
53,527,9,1344,1545,870
54,560,9,1233,835,644
55,434,9,863,1099,1785
39,756,9,719,368,1914
58,355,9,175,121,558
57,588,9,1267,257,1022
56,313,9,1564,1414,170
34,786,9,251,416,429
63,321,9,600,1815,969
18,750,9,1803,251,1376
62,19,9,476,645,1380
61,792,9,20,1697,469
95,106,9,1863,1091,190
96,658,9,1240,762,60
65,556,9,979,1658,542
128,806,4,507,1753,1231
99,396,9,1622,699,497
133,646,9,519,1768,762
141,287,9,414,1826,897
38,65,9,1833,154,1738
146,348,9,998,960,1319
180,762,9,531,1602,1800
181,442,5,621,1397,1589
182,71,9,172,1483,1953
165,393,17,1884,1808,1988
78,814,9,1241,195,1302
3506,734,9,951,1616,402
3510,165,9,914,89,1040
86,467,10,1212,672,1540
66,666,9,437,1795,1374
3740,365,9,1620,531,1382
3516,765,9,769,916,1345
17,408,9,190,558,1657
50,424,21,1468,162,1901
51,313,9,749,1416,1778
52,416,9,1420,676,28
53,527,9,1344,1545,870
54,560,9,1233,835,644
55,434,9,863,1099,1785
39,756,9,719,368,1914
58,355,9,175,121,558
57,588,9,1267,257,1022
56,313,9,1564,1414,170
34,786,9,251,416,429
63,321,9,600,1815,969
18,750,9,1803,251,1376
62,19,9,476,645,1380
61,792,9,20,1697,469
95,106,9,1863,1091,190
96,658,9,1240,762,60
65,556,9,979,1658,542
128,806,4,507,1753,1231
99,396,9,1622,699,497
133,646,9,519,1768,762
141,287,9,414,1826,897
38,65,9,1833,154,1738
146,348,9,998,960,1319
180,762,9,531,1602,1800
181,442,5,621,1397,1589
182,71,9,172,1483,1953
165,393,17,1884,1808,1988
78,814,9,1241,195,1302
3506,734,9,951,1616,402
3510,165,9,914,89,1040
86,467,10,1212,672,1540
66,666,9,437,1795,1374
3740,365,9,1620,531,1382
3516,765,9,769,916,1345
17,408,9,190,558,1657
50,424,21,1468,162,1901
51,313,9,749,1416,1778
52,416,9,1420,676,28
53,527,9,1344,1545,870
54,560,9,1233,835,644
55,434,9,863,1099,1785
39,756,9,719,368,1914
58,355,9,175,121,558
57,588,9,1267,257,1022
56,313,9,1564,1414,170
34,786,9,251,416,429
63,321,9,600,1815,969
18,750,9,1803,251,1376
62,19,9,476,645,1380
61,792,9,20,1697,469
95,106,9,1863,1091,190
96,658,9,1240,762,60
65,556,9,979,1658,542
128,806,4,507,1753,1231
99,396,9,1622,699,497
133,646,9,519,1768,762
141,287,9,414,1826,897
38,65,9,1833,154,1738
146,348,9,998,960,1319
180,762,9,531,1602,1800
181,442,5,621,1397,1589
182,71,9,172,1483,1953
165,393,17,1884,1808,1988
78,814,9,1241,195,1302
3506,734,9,951,1616,402
3510,165,9,914,89,1040
86,467,10,1212,672,1540
66,666,9,437,1795,1374
3740,365,9,1620,531,1382
3516,765,9,769,916,1345
17,408,9,190,558,1657
50,424,21,1468,162,1901
51,313,9,749,1416,1778
52,416,9,1420,676,28
53,527,9,1344,1545,870
54,560,9,1233,835,644
55,434,9,863,1099,1785
39,756,9,719,368,1914
58,355,9,175,121,558
57,588,9,1267,257,1022
56,313,9,1564,1414,170
34,786,9,251,416,429
63,321,9,600,1815,969
18,750,9,1803,251,1376
62,19,9,476,645,1380
61,792,9,20,1697,469
95,106,9,1863,1091,190
96,658,9,1240,762,60
65,556,9,979,1658,542
128,806,4,507,1753,1231
99,396,9,1622,699,497
133,646,9,519,1768,762
141,287,9,414,1826,897
38,65,9,1833,154,1738
146,348,9,998,960,1319
180,762,9,531,1602,1800
181,442,5,621,1397,1589
182,71,9,172,1483,1953
165,393,17,1884,1808,1988
78,814,9,1241,195,1302
3506,734,9,951,1616,402
3510,165,9,914,89,1040
86,467,10,1212,672,1540
66,666,9,437,1795,1374
3740,365,9,1620,531,1382
3516,765,9,769,916,1345
67,497,9,6,366,1437
171,207,2,735,58,1641
188,459,9,610,349,1052
231,593,25,1519,203,1199
241,135,9,747,349,1343
3535,145,9,1103,1659,698
3565,330,10,438,496,86
3581,813,9,1985,1416,1532
3619,386,9,1331,1539,80
3613,216,11,12,199,1405
3629,799,9,660,1331,856
3649,769,9,224,522,1986
3702,276,9,1684,1367,285
3703,323,9,5,262,1067
201,184,9,895,953,1150
3713,357,9,877,1297,998
3714,362,9,1439,5,486
3716,672,9,1667,996,1628
3786,188,9,1663,1375,598
3787,773,9,391,657,728
3821,536,9,1170,924,1661
3822,317,0,1168,1573,1512
3825,626,10,39,1324,1393
2902,757,9,751,958,816
3941,811,10,1136,1354,1475
4023,13,25,766,1415,278
4024,418,25,1597,1759,695
173,687,19,83,353,1132
67,497,9,6,366,1437
171,207,2,735,58,1641
188,459,9,610,349,1052
231,593,25,1519,203,1199
241,135,9,747,349,1343
3535,145,9,1103,1659,698
3565,330,10,438,496,86
3581,813,9,1985,1416,1532
3619,386,9,1331,1539,80
3613,216,11,12,199,1405
3629,799,9,660,1331,856
3649,769,9,224,522,1986
3702,276,9,1684,1367,285
3703,323,9,5,262,1067
201,184,9,895,953,1150
3713,357,9,877,1297,998
3714,362,9,1439,5,486
3716,672,9,1667,996,1628
3786,188,9,1663,1375,598
3787,773,9,391,657,728
3821,536,9,1170,924,1661
3822,317,0,1168,1573,1512
3825,626,10,39,1324,1393
2902,757,9,751,958,816
3941,811,10,1136,1354,1475
4023,13,25,766,1415,278
4024,418,25,1597,1759,695
173,687,19,83,353,1132
67,497,9,6,366,1437
171,207,2,735,58,1641
188,459,9,610,349,1052
231,593,25,1519,203,1199
241,135,9,747,349,1343
3535,145,9,1103,1659,698
3565,330,10,438,496,86
3581,813,9,1985,1416,1532
3619,386,9,1331,1539,80
3613,216,11,12,199,1405
3629,799,9,660,1331,856
3649,769,9,224,522,1986
3702,276,9,1684,1367,285
3703,323,9,5,262,1067
201,184,9,895,953,1150
3713,357,9,877,1297,998
3714,362,9,1439,5,486
3716,672,9,1667,996,1628
3786,188,9,1663,1375,598
3787,773,9,391,657,728
3821,536,9,1170,924,1661
3822,317,0,1168,1573,1512
3825,626,10,39,1324,1393
2902,757,9,751,958,816
3941,811,10,1136,1354,1475
4023,13,25,766,1415,278
4024,418,25,1597,1759,695
173,687,19,83,353,1132
67,497,9,6,366,1437
171,207,2,735,58,1641
188,459,9,610,349,1052
231,593,25,1519,203,1199
241,135,9,747,349,1343
3535,145,9,1103,1659,698
3565,330,10,438,496,86
3581,813,9,1985,1416,1532
3619,386,9,1331,1539,80
3613,216,11,12,199,1405
3629,799,9,660,1331,856
3649,769,9,224,522,1986
3702,276,9,1684,1367,285
3703,323,9,5,262,1067
201,184,9,895,953,1150
3713,357,9,877,1297,998
3714,362,9,1439,5,486
3716,672,9,1667,996,1628
3786,188,9,1663,1375,598
3787,773,9,391,657,728
3821,536,9,1170,924,1661
3822,317,0,1168,1573,1512
3825,626,10,39,1324,1393
2902,757,9,751,958,816
3941,811,10,1136,1354,1475
4023,13,25,766,1415,278
4024,418,25,1597,1759,695
173,687,19,83,353,1132
67,497,9,6,366,1437
171,207,2,735,58,1641
188,459,9,610,349,1052
231,593,25,1519,203,1199
241,135,9,747,349,1343
3535,145,9,1103,1659,698
3565,330,10,438,496,86
3581,813,9,1985,1416,1532
3619,386,9,1331,1539,80
3613,216,11,12,199,1405
3629,799,9,660,1331,856
3649,769,9,224,522,1986
3702,276,9,1684,1367,285
3703,323,9,5,262,1067
201,184,9,895,953,1150
3713,357,9,877,1297,998
3714,362,9,1439,5,486
3716,672,9,1667,996,1628
3786,188,9,1663,1375,598
3787,773,9,391,657,728
3821,536,9,1170,924,1661
3822,317,0,1168,1573,1512
3825,626,10,39,1324,1393
2902,757,9,751,958,816
3941,811,10,1136,1354,1475
4023,13,25,766,1415,278
4024,418,25,1597,1759,695
173,687,19,83,353,1132
68,9,9,1953,1267,589
114,397,9,1437,716,978
3032,624,9,1854,73,965
3504,367,9,1620,869,1419
68,9,9,1953,1267,589
114,397,9,1437,716,978
3032,624,9,1854,73,965
3504,367,9,1620,869,1419
68,9,9,1953,1267,589
114,397,9,1437,716,978
3032,624,9,1854,73,965
3504,367,9,1620,869,1419
68,9,9,1953,1267,589
114,397,9,1437,716,978
3032,624,9,1854,73,965
3504,367,9,1620,869,1419
68,9,9,1953,1267,589
114,397,9,1437,716,978
3032,624,9,1854,73,965
3504,367,9,1620,869,1419
75,491,9,349,1958,1584
75,491,9,349,1958,1584
75,491,9,349,1958,1584
75,491,9,349,1958,1584
75,491,9,349,1958,1584
92,798,9,1437,589,1906
94,356,9,833,1622,295
109,603,9,370,1404,1964
127,325,25,1244,987,1480
104,565,9,20,1151,1887
144,130,9,1592,937,755
197,378,9,1688,1551,1852
68,9,9,1953,1267,589
3730,476,9,27,1746,285
3790,337,9,191,1018,1517
3844,335,9,970,153,1788
3726,159,9,1416,1924,1380
3750,157,9,817,1057,77
3849,786,9,476,342,1645
3643,151,27,1359,1458,1163
83,650,9,1659,290,1303
3637,721,23,1767,1722,885
18,750,9,1803,251,1376
42,354,9,1180,224,1552
3748,221,9,969,98,1500
3866,543,23,1384,1398,688
47,135,9,1169,1088,997
3585,596,9,1957,315,846
3677,312,9,1863,263,1532
180,762,9,531,1602,1800
3873,309,9,936,1267,589
3881,194,9,1052,636,394
3884,323,9,660,1912,108
3890,609,9,1975,540,1353
3891,399,9,1103,1268,1079
3844,335,9,970,153,1788
3695,439,9,251,1889,1006
3902,543,23,227,1451,1385
3904,136,9,1708,527,460
3783,283,9,1860,1266,1874
3687,397,9,1437,862,56
13,590,9,1382,57,1109
3929,46,9,889,667,678
3831,283,9,850,859,1932
3934,480,9,1906,1275,1130
3935,68,9,298,1036,637
3713,357,9,877,1297,998
3974,601,27,930,1758,1771
3978,379,9,1298,1511,760
3710,251,9,1678,1376,859
3642,561,27,1359,1458,1163
3551,57,5,40,1408,200
4062,316,9,338,1550,919
4084,577,16,331,1979,1044
4081,560,9,1663,270,30
4100,572,9,1994,1368,260
3627,123,9,1614,132,1445
3899,326,9,1180,484,843
4177,777,9,173,516,27
4003,199,9,807,1372,1912
3786,188,9,1663,1375,598
241,135,9,747,349,1343
4260,547,9,531,1503,917
4261,277,9,1663,121,456
3950,432,9,336,1416,1868
92,798,9,1437,589,1906
94,356,9,833,1622,295
109,603,9,370,1404,1964
127,325,25,1244,987,1480
104,565,9,20,1151,1887
144,130,9,1592,937,755
197,378,9,1688,1551,1852
68,9,9,1953,1267,589
3730,476,9,27,1746,285
3790,337,9,191,1018,1517
3844,335,9,970,153,1788
3726,159,9,1416,1924,1380
3750,157,9,817,1057,77
3849,786,9,476,342,1645
3643,151,27,1359,1458,1163
83,650,9,1659,290,1303
3637,721,23,1767,1722,885
18,750,9,1803,251,1376
42,354,9,1180,224,1552
3748,221,9,969,98,1500
3866,543,23,1384,1398,688
47,135,9,1169,1088,997
3585,596,9,1957,315,846
3677,312,9,1863,263,1532
180,762,9,531,1602,1800
3873,309,9,936,1267,589
3881,194,9,1052,636,394
3884,323,9,660,1912,108
3890,609,9,1975,540,1353
3891,399,9,1103,1268,1079
3844,335,9,970,153,1788
3695,439,9,251,1889,1006
3902,543,23,227,1451,1385
3904,136,9,1708,527,460
3783,283,9,1860,1266,1874
3687,397,9,1437,862,56
13,590,9,1382,57,1109
3929,46,9,889,667,678
3831,283,9,850,859,1932
3934,480,9,1906,1275,1130
3935,68,9,298,1036,637
3713,357,9,877,1297,998
3974,601,27,930,1758,1771
3978,379,9,1298,1511,760
3710,251,9,1678,1376,859
3642,561,27,1359,1458,1163
3551,57,5,40,1408,200
4062,316,9,338,1550,919
4084,577,16,331,1979,1044
4081,560,9,1663,270,30
4100,572,9,1994,1368,260
3627,123,9,1614,132,1445
3899,326,9,1180,484,843
4177,777,9,173,516,27
4003,199,9,807,1372,1912
3786,188,9,1663,1375,598
241,135,9,747,349,1343
4260,547,9,531,1503,917
4261,277,9,1663,121,456
3950,432,9,336,1416,1868
92,798,9,1437,589,1906
94,356,9,833,1622,295
109,603,9,370,1404,1964
127,325,25,1244,987,1480
104,565,9,20,1151,1887
144,130,9,1592,937,755
197,378,9,1688,1551,1852
68,9,9,1953,1267,589
3730,476,9,27,1746,285
3790,337,9,191,1018,1517
3844,335,9,970,153,1788
3726,159,9,1416,1924,1380
3750,157,9,817,1057,77
3849,786,9,476,342,1645
3643,151,27,1359,1458,1163
83,650,9,1659,290,1303
3637,721,23,1767,1722,885
18,750,9,1803,251,1376
42,354,9,1180,224,1552
3748,221,9,969,98,1500
3866,543,23,1384,1398,688
47,135,9,1169,1088,997
3585,596,9,1957,315,846
3677,312,9,1863,263,1532
180,762,9,531,1602,1800
3873,309,9,936,1267,589
3881,194,9,1052,636,394
3884,323,9,660,1912,108
3890,609,9,1975,540,1353
3891,399,9,1103,1268,1079
3844,335,9,970,153,1788
3695,439,9,251,1889,1006
3902,543,23,227,1451,1385
3904,136,9,1708,527,460
3783,283,9,1860,1266,1874
3687,397,9,1437,862,56
13,590,9,1382,57,1109
3929,46,9,889,667,678
3831,283,9,850,859,1932
3934,480,9,1906,1275,1130
3935,68,9,298,1036,637
3713,357,9,877,1297,998
3974,601,27,930,1758,1771
3978,379,9,1298,1511,760
3710,251,9,1678,1376,859
3642,561,27,1359,1458,1163
3551,57,5,40,1408,200
4062,316,9,338,1550,919
4084,577,16,331,1979,1044
4081,560,9,1663,270,30
4100,572,9,1994,1368,260
3627,123,9,1614,132,1445
3899,326,9,1180,484,843
4177,777,9,173,516,27
4003,199,9,807,1372,1912
3786,188,9,1663,1375,598
241,135,9,747,349,1343
4260,547,9,531,1503,917
4261,277,9,1663,121,456
3950,432,9,336,1416,1868
92,798,9,1437,589,1906
94,356,9,833,1622,295
109,603,9,370,1404,1964
127,325,25,1244,987,1480
104,565,9,20,1151,1887
144,130,9,1592,937,755
197,378,9,1688,1551,1852
68,9,9,1953,1267,589
3730,476,9,27,1746,285
3790,337,9,191,1018,1517
3844,335,9,970,153,1788
3726,159,9,1416,1924,1380
3750,157,9,817,1057,77
3849,786,9,476,342,1645
3643,151,27,1359,1458,1163
83,650,9,1659,290,1303
3637,721,23,1767,1722,885
18,750,9,1803,251,1376
42,354,9,1180,224,1552
3748,221,9,969,98,1500
3866,543,23,1384,1398,688
47,135,9,1169,1088,997
3585,596,9,1957,315,846
3677,312,9,1863,263,1532
180,762,9,531,1602,1800
3873,309,9,936,1267,589
3881,194,9,1052,636,394
3884,323,9,660,1912,108
3890,609,9,1975,540,1353
3891,399,9,1103,1268,1079
3844,335,9,970,153,1788
3695,439,9,251,1889,1006
3902,543,23,227,1451,1385
3904,136,9,1708,527,460
3783,283,9,1860,1266,1874
3687,397,9,1437,862,56
13,590,9,1382,57,1109
3929,46,9,889,667,678
3831,283,9,850,859,1932
3934,480,9,1906,1275,1130
3935,68,9,298,1036,637
3713,357,9,877,1297,998
3974,601,27,930,1758,1771
3978,379,9,1298,1511,760
3710,251,9,1678,1376,859
3642,561,27,1359,1458,1163
3551,57,5,40,1408,200
4062,316,9,338,1550,919
4084,577,16,331,1979,1044
4081,560,9,1663,270,30
4100,572,9,1994,1368,260
3627,123,9,1614,132,1445
3899,326,9,1180,484,843
4177,777,9,173,516,27
4003,199,9,807,1372,1912
3786,188,9,1663,1375,598
241,135,9,747,349,1343
4260,547,9,531,1503,917
4261,277,9,1663,121,456
3950,432,9,336,1416,1868
92,798,9,1437,589,1906
94,356,9,833,1622,295
109,603,9,370,1404,1964
127,325,25,1244,987,1480
104,565,9,20,1151,1887
144,130,9,1592,937,755
197,378,9,1688,1551,1852
68,9,9,1953,1267,589
3730,476,9,27,1746,285
3790,337,9,191,1018,1517
3844,335,9,970,153,1788
3726,159,9,1416,1924,1380
3750,157,9,817,1057,77
3849,786,9,476,342,1645
3643,151,27,1359,1458,1163
83,650,9,1659,290,1303
3637,721,23,1767,1722,885
18,750,9,1803,251,1376
42,354,9,1180,224,1552
3748,221,9,969,98,1500
3866,543,23,1384,1398,688
47,135,9,1169,1088,997
3585,596,9,1957,315,846
3677,312,9,1863,263,1532
180,762,9,531,1602,1800
3873,309,9,936,1267,589
3881,194,9,1052,636,394
3884,323,9,660,1912,108
3890,609,9,1975,540,1353
3891,399,9,1103,1268,1079
3844,335,9,970,153,1788
3695,439,9,251,1889,1006
3902,543,23,227,1451,1385
3904,136,9,1708,527,460
3783,283,9,1860,1266,1874
3687,397,9,1437,862,56
13,590,9,1382,57,1109
3929,46,9,889,667,678
3831,283,9,850,859,1932
3934,480,9,1906,1275,1130
3935,68,9,298,1036,637
3713,357,9,877,1297,998
3974,601,27,930,1758,1771
3978,379,9,1298,1511,760
3710,251,9,1678,1376,859
3642,561,27,1359,1458,1163
3551,57,5,40,1408,200
4062,316,9,338,1550,919
4084,577,16,331,1979,1044
4081,560,9,1663,270,30
4100,572,9,1994,1368,260
3627,123,9,1614,132,1445
3899,326,9,1180,484,843
4177,777,9,173,516,27
4003,199,9,807,1372,1912
3786,188,9,1663,1375,598
241,135,9,747,349,1343
4260,547,9,531,1503,917
4261,277,9,1663,121,456
3950,432,9,336,1416,1868
47,135,9,1169,1088,997
93,15,9,357,1180,1037
51,313,9,749,1416,1778
81,141,9,115,1744,751
82,708,9,290,657,385
83,650,9,1659,290,1303
84,755,9,926,1715,20
85,786,9,1630,223,296
104,565,9,20,1151,1887
47,135,9,1169,1088,997
93,15,9,357,1180,1037
51,313,9,749,1416,1778
81,141,9,115,1744,751
82,708,9,290,657,385
83,650,9,1659,290,1303
84,755,9,926,1715,20
85,786,9,1630,223,296
104,565,9,20,1151,1887
47,135,9,1169,1088,997
93,15,9,357,1180,1037
51,313,9,749,1416,1778
81,141,9,115,1744,751
82,708,9,290,657,385
83,650,9,1659,290,1303
84,755,9,926,1715,20
85,786,9,1630,223,296
104,565,9,20,1151,1887
47,135,9,1169,1088,997
93,15,9,357,1180,1037
51,313,9,749,1416,1778
81,141,9,115,1744,751
82,708,9,290,657,385
83,650,9,1659,290,1303
84,755,9,926,1715,20
85,786,9,1630,223,296
104,565,9,20,1151,1887
47,135,9,1169,1088,997
93,15,9,357,1180,1037
51,313,9,749,1416,1778
81,141,9,115,1744,751
82,708,9,290,657,385
83,650,9,1659,290,1303
84,755,9,926,1715,20
85,786,9,1630,223,296
104,565,9,20,1151,1887
86,467,10,1212,672,1540
85,786,9,1630,223,296
87,616,9,136,1684,90
97,17,9,1103,1058,1146
107,568,9,1439,1953,1742
117,812,15,1293,1668,1893
118,469,9,1800,828,845
119,589,8,271,1720,1836
131,297,5,0,0,0
132,145,9,1331,1097,456
131,297,5,0,0,0
39,756,9,719,368,1914
158,169,9,1611,1822,691
159,138,9,1679,105,1084
196,112,9,1576,1548,472
38,65,9,1833,154,1738
3564,710,9,32,1148,1710
38,65,9,1833,154,1738
3568,607,9,0,0,0
3569,158,9,1347,1062,432
3545,201,9,1344,1284,550
47,135,9,1169,1088,997
2623,48,9,815,1874,709
3610,621,9,1782,857,1658
3623,431,9,677,889,891
49,546,9,513,1037,311
3625,369,9,172,889,1539
166,126,9,862,667,366
115,550,9,1731,849,450
