itemID,director,movieCountry,movieLanguage,movieYear,genre1,genre2,genre3,actor1,actor2,actor3,rating
114,397,37,9,2004,1,3,17,1437,716,978,2
116,142,37,9,2007,1,19,21,1794,1588,961,3
120,360,37,9,1983,1,8,21,1649,1240,1944,5
149,650,37,9,1982,10,19,21,710,1660,1716,5
13,590,37,9,2010,1,14,19,1382,57,1109,3
160,680,37,9,2004,1,3,21,475,807,571,2
101,27,37,9,2010,7,14,21,543,17,909,2
42,354,37,9,2010,1,3,21,1180,224,1552,3
61,792,7,9,2009,10,19,21,20,1697,469,2
220,23,37,9,2004,1,17,19,1957,239,246,5
221,160,7,9,2005,14,17,21,506,627,682,3
225,99,37,9,2000,7,10,18,1437,1822,497,4
227,160,7,9,2006,8,14,21,1859,1736,100,2
232,160,7,9,2007,8,14,21,1859,400,1704,2
239,172,13,10,2009,10,14,19,730,613,488,3
240,227,13,10,2007,14,17,19,386,1921,1996,4
242,242,37,9,2003,10,21,0,951,651,516,4
243,167,7,9,2008,8,14,21,1859,400,1704,2
3517,433,7,9,2009,14,17,21,1859,400,183,2
47,135,37,9,2010,1,17,19,1169,1088,997,5
3522,408,37,9,2000,3,7,8,251,1306,72,4
3562,794,37,9,1998,8,10,17,1975,543,674,4
3586,444,37,9,2002,1,10,19,349,1818,561,5
3608,341,37,9,2001,7,0,0,1332,1583,1461,4
3610,621,37,9,2010,4,7,11,1782,857,1658,4
3611,800,37,9,2010,7,18,0,566,1520,71,4
3620,740,37,9,2001,1,8,0,660,223,1297,4
3595,186,37,9,2010,7,0,0,16,1100,344,3
3626,101,37,9,2010,19,21,0,573,1706,500,3
3630,70,37,9,2010,8,10,21,165,975,1580,4
3545,201,37,9,2010,1,3,7,1344,1284,550,5
18,750,37,9,2010,1,3,21,1803,251,1376,2
3523,366,37,9,2010,14,17,21,340,214,215,3
3655,198,37,9,2008,1,3,19,718,832,1684,3
3670,737,37,9,1982,1,3,19,877,244,460,4
3681,641,37,9,1980,1,3,18,651,369,1823,3
3682,598,37,9,2001,7,18,12,951,1052,239,4
3688,254,37,9,1994,3,7,8,1437,977,420,4
3705,42,37,9,2003,1,8,10,923,413,638,2
3715,433,7,9,2010,8,14,17,1859,400,183,1
3719,652,7,9,2005,1,3,12,893,686,1114,3
215,98,37,9,2010,1,14,17,1857,1562,939,4
3732,606,37,9,2005,3,10,18,1413,790,20,4
3735,774,37,9,2010,4,1,7,1953,1858,979,4
3625,369,37,9,2004,7,18,0,172,889,1539,4
3743,591,37,9,2010,7,0,0,1620,172,1483,3
3752,67,37,9,2006,3,7,11,1636,322,933,3
248,224,37,9,1972,8,10,21,1272,24,811,5
2755,713,37,9,1997,1,21,0,1437,951,1402,4
3761,145,37,9,2005,7,10,18,263,1878,1742,4
241,135,37,9,2006,10,12,17,747,349,1343,4
3771,256,2,9,1981,1,3,19,1323,1363,250,5
3726,159,37,9,2010,10,21,0,1416,1924,1380,4
3750,157,37,9,2010,3,6,10,817,1057,77,5
3798,173,2,9,1998,10,14,17,821,1067,1433,2
3799,653,37,9,2010,3,7,12,790,558,857,4
3800,194,37,9,2001,1,21,8,747,965,704,3
3804,53,37,9,2001,8,10,21,476,583,1702,4
3807,738,37,9,2010,8,14,21,1692,301,425,4
3858,575,37,9,2007,14,17,21,1066,1336,1262,4
3725,419,37,9,2005,7,18,0,1782,295,1510,3
3878,311,37,9,2010,7,10,18,1584,1510,1483,4
3887,419,37,9,2007,7,10,18,1725,1060,1510,4
3898,195,37,9,1979,1,8,10,384,1494,628,5
124,274,37,9,2007,7,0,0,979,1344,366,4
3926,186,37,9,2011,7,18,0,16,889,419,3
3933,314,37,9,2010,12,14,21,1497,1646,155,4
3938,611,37,9,1968,1,8,10,1787,1632,800,5
3942,282,36,9,1973,1,3,21,1639,1976,838,3
3806,165,37,9,1997,10,17,21,1347,1715,466,4
3962,112,37,9,2011,4,3,7,914,112,662,4
182,71,37,9,2001,7,0,0,172,1483,1953,4
3968,636,37,9,1987,1,8,21,1323,434,641,5
3032,624,37,9,1994,8,10,0,1854,73,965,5
3983,600,37,9,2011,7,18,0,1483,860,1777,3
3990,204,7,9,2010,7,14,0,1897,28,1070,4
3996,509,37,9,2011,7,10,0,1887,106,418,4
1983,383,37,9,1988,1,8,21,251,1587,216,5
4020,814,37,9,2004,1,10,14,1697,1931,808,5
4025,535,37,9,2009,7,8,18,846,165,1122,5
3972,425,37,9,2011,1,8,10,1922,1511,993,4
4003,199,37,9,2011,17,19,21,807,1372,1912,5
4054,800,37,9,2011,7,18,0,1380,1040,1489,5
3992,497,37,9,2011,1,3,10,823,1348,1646,5
3664,686,37,9,2009,3,7,14,914,1975,566,5
4183,574,37,9,2012,8,10,0,1975,1423,113,4
4249,136,36,9,2009,14,17,21,1326,1179,1554,4
23,410,37,9,2010,1,7,0,1954,1122,1665,1
24,808,37,9,2006,1,3,10,1126,1003,788,3
25,632,37,9,1990,1,8,21,251,1969,133,4
30,165,37,9,1995,8,10,17,223,1404,699,4
36,529,37,9,2007,14,21,0,951,1684,1286,3
65,556,37,9,2010,7,0,0,979,1658,542,3
80,230,37,9,2006,7,10,12,16,1052,370,3
66,666,37,9,2010,1,3,8,437,1795,1374,5
114,397,37,9,2004,1,3,17,1437,716,978,2
116,142,37,9,2007,1,19,21,1794,1588,961,3
120,360,37,9,1983,1,8,21,1649,1240,1944,5
149,650,37,9,1982,10,19,21,710,1660,1716,5
13,590,37,9,2010,1,14,19,1382,57,1109,3
160,680,37,9,2004,1,3,21,475,807,571,2
101,27,37,9,2010,7,14,21,543,17,909,2
42,354,37,9,2010,1,3,21,1180,224,1552,3
61,792,7,9,2009,10,19,21,20,1697,469,2
220,23,37,9,2004,1,17,19,1957,239,246,5
221,160,7,9,2005,14,17,21,506,627,682,3
225,99,37,9,2000,7,10,18,1437,1822,497,4
227,160,7,9,2006,8,14,21,1859,1736,100,2
232,160,7,9,2007,8,14,21,1859,400,1704,2
239,172,13,10,2009,10,14,19,730,613,488,3
240,227,13,10,2007,14,17,19,386,1921,1996,4
242,242,37,9,2003,10,21,0,951,651,516,4
243,167,7,9,2008,8,14,21,1859,400,1704,2
3517,433,7,9,2009,14,17,21,1859,400,183,2
47,135,37,9,2010,1,17,19,1169,1088,997,5
3522,408,37,9,2000,3,7,8,251,1306,72,4
3562,794,37,9,1998,8,10,17,1975,543,674,4
3586,444,37,9,2002,1,10,19,349,1818,561,5
3608,341,37,9,2001,7,0,0,1332,1583,1461,4
3610,621,37,9,2010,4,7,11,1782,857,1658,4
3611,800,37,9,2010,7,18,0,566,1520,71,4
3620,740,37,9,2001,1,8,0,660,223,1297,4
3595,186,37,9,2010,7,0,0,16,1100,344,3
3626,101,37,9,2010,19,21,0,573,1706,500,3
3630,70,37,9,2010,8,10,21,165,975,1580,4
3545,201,37,9,2010,1,3,7,1344,1284,550,5
18,750,37,9,2010,1,3,21,1803,251,1376,2
3523,366,37,9,2010,14,17,21,340,214,215,3
3655,198,37,9,2008,1,3,19,718,832,1684,3
3670,737,37,9,1982,1,3,19,877,244,460,4
3681,641,37,9,1980,1,3,18,651,369,1823,3
3682,598,37,9,2001,7,18,12,951,1052,239,4
3688,254,37,9,1994,3,7,8,1437,977,420,4
3705,42,37,9,2003,1,8,10,923,413,638,2
3715,433,7,9,2010,8,14,17,1859,400,183,1
3719,652,7,9,2005,1,3,12,893,686,1114,3
215,98,37,9,2010,1,14,17,1857,1562,939,4
3732,606,37,9,2005,3,10,18,1413,790,20,4
3735,774,37,9,2010,4,1,7,1953,1858,979,4
3625,369,37,9,2004,7,18,0,172,889,1539,4
3743,591,37,9,2010,7,0,0,1620,172,1483,3
3752,67,37,9,2006,3,7,11,1636,322,933,3
248,224,37,9,1972,8,10,21,1272,24,811,5
2755,713,37,9,1997,1,21,0,1437,951,1402,4
3761,145,37,9,2005,7,10,18,263,1878,1742,4
241,135,37,9,2006,10,12,17,747,349,1343,4
3771,256,2,9,1981,1,3,19,1323,1363,250,5
3726,159,37,9,2010,10,21,0,1416,1924,1380,4
3750,157,37,9,2010,3,6,10,817,1057,77,5
3798,173,2,9,1998,10,14,17,821,1067,1433,2
3799,653,37,9,2010,3,7,12,790,558,857,4
3800,194,37,9,2001,1,21,8,747,965,704,3
3804,53,37,9,2001,8,10,21,476,583,1702,4
3807,738,37,9,2010,8,14,21,1692,301,425,4
3858,575,37,9,2007,14,17,21,1066,1336,1262,4
3725,419,37,9,2005,7,18,0,1782,295,1510,3
3878,311,37,9,2010,7,10,18,1584,1510,1483,4
3887,419,37,9,2007,7,10,18,1725,1060,1510,4
3898,195,37,9,1979,1,8,10,384,1494,628,5
124,274,37,9,2007,7,0,0,979,1344,366,4
3926,186,37,9,2011,7,18,0,16,889,419,3
3933,314,37,9,2010,12,14,21,1497,1646,155,4
3938,611,37,9,1968,1,8,10,1787,1632,800,5
3942,282,36,9,1973,1,3,21,1639,1976,838,3
3806,165,37,9,1997,10,17,21,1347,1715,466,4
3962,112,37,9,2011,4,3,7,914,112,662,4
182,71,37,9,2001,7,0,0,172,1483,1953,4
3968,636,37,9,1987,1,8,21,1323,434,641,5
3032,624,37,9,1994,8,10,0,1854,73,965,5
3983,600,37,9,2011,7,18,0,1483,860,1777,3
3990,204,7,9,2010,7,14,0,1897,28,1070,4
3996,509,37,9,2011,7,10,0,1887,106,418,4
1983,383,37,9,1988,1,8,21,251,1587,216,5
4020,814,37,9,2004,1,10,14,1697,1931,808,5
4025,535,37,9,2009,7,8,18,846,165,1122,5
3972,425,37,9,2011,1,8,10,1922,1511,993,4
4003,199,37,9,2011,17,19,21,807,1372,1912,5
4054,800,37,9,2011,7,18,0,1380,1040,1489,5
3992,497,37,9,2011,1,3,10,823,1348,1646,5
3664,686,37,9,2009,3,7,14,914,1975,566,5
4183,574,37,9,2012,8,10,0,1975,1423,113,4
4249,136,36,9,2009,14,17,21,1326,1179,1554,4
23,410,37,9,2010,1,7,0,1954,1122,1665,1
24,808,37,9,2006,1,3,10,1126,1003,788,3
25,632,37,9,1990,1,8,21,251,1969,133,4
30,165,37,9,1995,8,10,17,223,1404,699,4
36,529,37,9,2007,14,21,0,951,1684,1286,3
65,556,37,9,2010,7,0,0,979,1658,542,3
80,230,37,9,2006,7,10,12,16,1052,370,3
66,666,37,9,2010,1,3,8,437,1795,1374,5
114,397,37,9,2004,1,3,17,1437,716,978,2
116,142,37,9,2007,1,19,21,1794,1588,961,3
120,360,37,9,1983,1,8,21,1649,1240,1944,5
149,650,37,9,1982,10,19,21,710,1660,1716,5
13,590,37,9,2010,1,14,19,1382,57,1109,3
160,680,37,9,2004,1,3,21,475,807,571,2
101,27,37,9,2010,7,14,21,543,17,909,2
42,354,37,9,2010,1,3,21,1180,224,1552,3
61,792,7,9,2009,10,19,21,20,1697,469,2
220,23,37,9,2004,1,17,19,1957,239,246,5
221,160,7,9,2005,14,17,21,506,627,682,3
225,99,37,9,2000,7,10,18,1437,1822,497,4
227,160,7,9,2006,8,14,21,1859,1736,100,2
232,160,7,9,2007,8,14,21,1859,400,1704,2
239,172,13,10,2009,10,14,19,730,613,488,3
240,227,13,10,2007,14,17,19,386,1921,1996,4
242,242,37,9,2003,10,21,0,951,651,516,4
243,167,7,9,2008,8,14,21,1859,400,1704,2
3517,433,7,9,2009,14,17,21,1859,400,183,2
47,135,37,9,2010,1,17,19,1169,1088,997,5
3522,408,37,9,2000,3,7,8,251,1306,72,4
3562,794,37,9,1998,8,10,17,1975,543,674,4
3586,444,37,9,2002,1,10,19,349,1818,561,5
3608,341,37,9,2001,7,0,0,1332,1583,1461,4
3610,621,37,9,2010,4,7,11,1782,857,1658,4
3611,800,37,9,2010,7,18,0,566,1520,71,4
3620,740,37,9,2001,1,8,0,660,223,1297,4
3595,186,37,9,2010,7,0,0,16,1100,344,3
3626,101,37,9,2010,19,21,0,573,1706,500,3
3630,70,37,9,2010,8,10,21,165,975,1580,4
3545,201,37,9,2010,1,3,7,1344,1284,550,5
18,750,37,9,2010,1,3,21,1803,251,1376,2
3523,366,37,9,2010,14,17,21,340,214,215,3
3655,198,37,9,2008,1,3,19,718,832,1684,3
3670,737,37,9,1982,1,3,19,877,244,460,4
3681,641,37,9,1980,1,3,18,651,369,1823,3
3682,598,37,9,2001,7,18,12,951,1052,239,4
3688,254,37,9,1994,3,7,8,1437,977,420,4
3705,42,37,9,2003,1,8,10,923,413,638,2
3715,433,7,9,2010,8,14,17,1859,400,183,1
3719,652,7,9,2005,1,3,12,893,686,1114,3
215,98,37,9,2010,1,14,17,1857,1562,939,4
3732,606,37,9,2005,3,10,18,1413,790,20,4
3735,774,37,9,2010,4,1,7,1953,1858,979,4
3625,369,37,9,2004,7,18,0,172,889,1539,4
3743,591,37,9,2010,7,0,0,1620,172,1483,3
3752,67,37,9,2006,3,7,11,1636,322,933,3
248,224,37,9,1972,8,10,21,1272,24,811,5
2755,713,37,9,1997,1,21,0,1437,951,1402,4
3761,145,37,9,2005,7,10,18,263,1878,1742,4
241,135,37,9,2006,10,12,17,747,349,1343,4
3771,256,2,9,1981,1,3,19,1323,1363,250,5
3726,159,37,9,2010,10,21,0,1416,1924,1380,4
3750,157,37,9,2010,3,6,10,817,1057,77,5
3798,173,2,9,1998,10,14,17,821,1067,1433,2
3799,653,37,9,2010,3,7,12,790,558,857,4
3800,194,37,9,2001,1,21,8,747,965,704,3
3804,53,37,9,2001,8,10,21,476,583,1702,4
3807,738,37,9,2010,8,14,21,1692,301,425,4
3858,575,37,9,2007,14,17,21,1066,1336,1262,4
3725,419,37,9,2005,7,18,0,1782,295,1510,3
3878,311,37,9,2010,7,10,18,1584,1510,1483,4
3887,419,37,9,2007,7,10,18,1725,1060,1510,4
3898,195,37,9,1979,1,8,10,384,1494,628,5
124,274,37,9,2007,7,0,0,979,1344,366,4
3926,186,37,9,2011,7,18,0,16,889,419,3
3933,314,37,9,2010,12,14,21,1497,1646,155,4
3938,611,37,9,1968,1,8,10,1787,1632,800,5
3942,282,36,9,1973,1,3,21,1639,1976,838,3
3806,165,37,9,1997,10,17,21,1347,1715,466,4
3962,112,37,9,2011,4,3,7,914,112,662,4
182,71,37,9,2001,7,0,0,172,1483,1953,4
3968,636,37,9,1987,1,8,21,1323,434,641,5
3032,624,37,9,1994,8,10,0,1854,73,965,5
3983,600,37,9,2011,7,18,0,1483,860,1777,3
3990,204,7,9,2010,7,14,0,1897,28,1070,4
3996,509,37,9,2011,7,10,0,1887,106,418,4
1983,383,37,9,1988,1,8,21,251,1587,216,5
4020,814,37,9,2004,1,10,14,1697,1931,808,5
4025,535,37,9,2009,7,8,18,846,165,1122,5
3972,425,37,9,2011,1,8,10,1922,1511,993,4
4003,199,37,9,2011,17,19,21,807,1372,1912,5
4054,800,37,9,2011,7,18,0,1380,1040,1489,5
3992,497,37,9,2011,1,3,10,823,1348,1646,5
3664,686,37,9,2009,3,7,14,914,1975,566,5
4183,574,37,9,2012,8,10,0,1975,1423,113,4
4249,136,36,9,2009,14,17,21,1326,1179,1554,4
23,410,37,9,2010,1,7,0,1954,1122,1665,1
24,808,37,9,2006,1,3,10,1126,1003,788,3
25,632,37,9,1990,1,8,21,251,1969,133,4
30,165,37,9,1995,8,10,17,223,1404,699,4
36,529,37,9,2007,14,21,0,951,1684,1286,3
65,556,37,9,2010,7,0,0,979,1658,542,3
80,230,37,9,2006,7,10,12,16,1052,370,3
66,666,37,9,2010,1,3,8,437,1795,1374,5
114,397,37,9,2004,1,3,17,1437,716,978,2
116,142,37,9,2007,1,19,21,1794,1588,961,3
120,360,37,9,1983,1,8,21,1649,1240,1944,5
149,650,37,9,1982,10,19,21,710,1660,1716,5
13,590,37,9,2010,1,14,19,1382,57,1109,3
160,680,37,9,2004,1,3,21,475,807,571,2
101,27,37,9,2010,7,14,21,543,17,909,2
42,354,37,9,2010,1,3,21,1180,224,1552,3
61,792,7,9,2009,10,19,21,20,1697,469,2
220,23,37,9,2004,1,17,19,1957,239,246,5
221,160,7,9,2005,14,17,21,506,627,682,3
225,99,37,9,2000,7,10,18,1437,1822,497,4
227,160,7,9,2006,8,14,21,1859,1736,100,2
232,160,7,9,2007,8,14,21,1859,400,1704,2
239,172,13,10,2009,10,14,19,730,613,488,3
240,227,13,10,2007,14,17,19,386,1921,1996,4
242,242,37,9,2003,10,21,0,951,651,516,4
243,167,7,9,2008,8,14,21,1859,400,1704,2
3517,433,7,9,2009,14,17,21,1859,400,183,2
47,135,37,9,2010,1,17,19,1169,1088,997,5
3522,408,37,9,2000,3,7,8,251,1306,72,4
3562,794,37,9,1998,8,10,17,1975,543,674,4
3586,444,37,9,2002,1,10,19,349,1818,561,5
3608,341,37,9,2001,7,0,0,1332,1583,1461,4
3610,621,37,9,2010,4,7,11,1782,857,1658,4
3611,800,37,9,2010,7,18,0,566,1520,71,4
3620,740,37,9,2001,1,8,0,660,223,1297,4
3595,186,37,9,2010,7,0,0,16,1100,344,3
3626,101,37,9,2010,19,21,0,573,1706,500,3
3630,70,37,9,2010,8,10,21,165,975,1580,4
3545,201,37,9,2010,1,3,7,1344,1284,550,5
18,750,37,9,2010,1,3,21,1803,251,1376,2
3523,366,37,9,2010,14,17,21,340,214,215,3
3655,198,37,9,2008,1,3,19,718,832,1684,3
3670,737,37,9,1982,1,3,19,877,244,460,4
3681,641,37,9,1980,1,3,18,651,369,1823,3
3682,598,37,9,2001,7,18,12,951,1052,239,4
3688,254,37,9,1994,3,7,8,1437,977,420,4
3705,42,37,9,2003,1,8,10,923,413,638,2
3715,433,7,9,2010,8,14,17,1859,400,183,1
3719,652,7,9,2005,1,3,12,893,686,1114,3
215,98,37,9,2010,1,14,17,1857,1562,939,4
3732,606,37,9,2005,3,10,18,1413,790,20,4
3735,774,37,9,2010,4,1,7,1953,1858,979,4
3625,369,37,9,2004,7,18,0,172,889,1539,4
3743,591,37,9,2010,7,0,0,1620,172,1483,3
3752,67,37,9,2006,3,7,11,1636,322,933,3
248,224,37,9,1972,8,10,21,1272,24,811,5
2755,713,37,9,1997,1,21,0,1437,951,1402,4
3761,145,37,9,2005,7,10,18,263,1878,1742,4
241,135,37,9,2006,10,12,17,747,349,1343,4
3771,256,2,9,1981,1,3,19,1323,1363,250,5
3726,159,37,9,2010,10,21,0,1416,1924,1380,4
3750,157,37,9,2010,3,6,10,817,1057,77,5
3798,173,2,9,1998,10,14,17,821,1067,1433,2
3799,653,37,9,2010,3,7,12,790,558,857,4
3800,194,37,9,2001,1,21,8,747,965,704,3
3804,53,37,9,2001,8,10,21,476,583,1702,4
3807,738,37,9,2010,8,14,21,1692,301,425,4
3858,575,37,9,2007,14,17,21,1066,1336,1262,4
3725,419,37,9,2005,7,18,0,1782,295,1510,3
3878,311,37,9,2010,7,10,18,1584,1510,1483,4
3887,419,37,9,2007,7,10,18,1725,1060,1510,4
3898,195,37,9,1979,1,8,10,384,1494,628,5
124,274,37,9,2007,7,0,0,979,1344,366,4
3926,186,37,9,2011,7,18,0,16,889,419,3
3933,314,37,9,2010,12,14,21,1497,1646,155,4
3938,611,37,9,1968,1,8,10,1787,1632,800,5
3942,282,36,9,1973,1,3,21,1639,1976,838,3
3806,165,37,9,1997,10,17,21,1347,1715,466,4
3962,112,37,9,2011,4,3,7,914,112,662,4
182,71,37,9,2001,7,0,0,172,1483,1953,4
3968,636,37,9,1987,1,8,21,1323,434,641,5
3032,624,37,9,1994,8,10,0,1854,73,965,5
3983,600,37,9,2011,7,18,0,1483,860,1777,3
3990,204,7,9,2010,7,14,0,1897,28,1070,4
3996,509,37,9,2011,7,10,0,1887,106,418,4
1983,383,37,9,1988,1,8,21,251,1587,216,5
4020,814,37,9,2004,1,10,14,1697,1931,808,5
4025,535,37,9,2009,7,8,18,846,165,1122,5
3972,425,37,9,2011,1,8,10,1922,1511,993,4
4003,199,37,9,2011,17,19,21,807,1372,1912,5
4054,800,37,9,2011,7,18,0,1380,1040,1489,5
3992,497,37,9,2011,1,3,10,823,1348,1646,5
3664,686,37,9,2009,3,7,14,914,1975,566,5
4183,574,37,9,2012,8,10,0,1975,1423,113,4
4249,136,36,9,2009,14,17,21,1326,1179,1554,4
39,756,36,9,2009,3,12,17,719,368,1914,4
47,135,37,9,2010,1,17,19,1169,1088,997,4
103,154,31,25,2009,1,10,0,1220,33,128,3
3571,701,20,14,1972,7,23,0,615,1875,795,5
3572,703,20,14,1968,3,7,23,1875,501,955,4
3573,318,28,24,2010,9,0,0,0,0,0,4
3574,3,37,9,2010,10,0,0,406,1892,1571,4
3575,5,13,10,2010,10,0,0,1031,1970,871,3
3576,21,27,23,2009,4,0,0,1686,763,1767,5
3577,80,37,9,2003,10,15,18,916,1182,1321,3
3578,767,20,14,2009,10,0,0,1498,1943,140,3
3510,165,37,9,2010,6,10,13,914,89,1040,3
199,691,37,9,2010,10,18,0,1019,195,817,2
3711,473,37,9,2002,1,7,0,524,337,444,2
3717,218,6,22,2002,8,10,0,52,59,1157,5
3718,592,6,22,2007,8,10,0,509,441,984,5
39,756,36,9,2009,3,12,17,719,368,1914,4
47,135,37,9,2010,1,17,19,1169,1088,997,4
103,154,31,25,2009,1,10,0,1220,33,128,3
3571,701,20,14,1972,7,23,0,615,1875,795,5
3572,703,20,14,1968,3,7,23,1875,501,955,4
3573,318,28,24,2010,9,0,0,0,0,0,4
3574,3,37,9,2010,10,0,0,406,1892,1571,4
3575,5,13,10,2010,10,0,0,1031,1970,871,3
3576,21,27,23,2009,4,0,0,1686,763,1767,5
3577,80,37,9,2003,10,15,18,916,1182,1321,3
3578,767,20,14,2009,10,0,0,1498,1943,140,3
3510,165,37,9,2010,6,10,13,914,89,1040,3
199,691,37,9,2010,10,18,0,1019,195,817,2
3711,473,37,9,2002,1,7,0,524,337,444,2
3717,218,6,22,2002,8,10,0,52,59,1157,5
3718,592,6,22,2007,8,10,0,509,441,984,5
39,756,36,9,2009,3,12,17,719,368,1914,4
47,135,37,9,2010,1,17,19,1169,1088,997,4
103,154,31,25,2009,1,10,0,1220,33,128,3
3571,701,20,14,1972,7,23,0,615,1875,795,5
3572,703,20,14,1968,3,7,23,1875,501,955,4
3573,318,28,24,2010,9,0,0,0,0,0,4
3574,3,37,9,2010,10,0,0,406,1892,1571,4
3575,5,13,10,2010,10,0,0,1031,1970,871,3
3576,21,27,23,2009,4,0,0,1686,763,1767,5
3577,80,37,9,2003,10,15,18,916,1182,1321,3
3578,767,20,14,2009,10,0,0,1498,1943,140,3
3510,165,37,9,2010,6,10,13,914,89,1040,3
199,691,37,9,2010,10,18,0,1019,195,817,2
3711,473,37,9,2002,1,7,0,524,337,444,2
3717,218,6,22,2002,8,10,0,52,59,1157,5
3718,592,6,22,2007,8,10,0,509,441,984,5
39,756,36,9,2009,3,12,17,719,368,1914,4
47,135,37,9,2010,1,17,19,1169,1088,997,4
103,154,31,25,2009,1,10,0,1220,33,128,3
3571,701,20,14,1972,7,23,0,615,1875,795,5
3572,703,20,14,1968,3,7,23,1875,501,955,4
3573,318,28,24,2010,9,0,0,0,0,0,4
3574,3,37,9,2010,10,0,0,406,1892,1571,4
3575,5,13,10,2010,10,0,0,1031,1970,871,3
3576,21,27,23,2009,4,0,0,1686,763,1767,5
3577,80,37,9,2003,10,15,18,916,1182,1321,3
3578,767,20,14,2009,10,0,0,1498,1943,140,3
3510,165,37,9,2010,6,10,13,914,89,1040,3
199,691,37,9,2010,10,18,0,1019,195,817,2
3711,473,37,9,2002,1,7,0,524,337,444,2
3717,218,6,22,2002,8,10,0,52,59,1157,5
3718,592,6,22,2007,8,10,0,509,441,984,5
39,756,36,9,2009,3,12,17,719,368,1914,4
47,135,37,9,2010,1,17,19,1169,1088,997,4
103,154,31,25,2009,1,10,0,1220,33,128,3
3571,701,20,14,1972,7,23,0,615,1875,795,5
3572,703,20,14,1968,3,7,23,1875,501,955,4
3573,318,28,24,2010,9,0,0,0,0,0,4
3574,3,37,9,2010,10,0,0,406,1892,1571,4
3575,5,13,10,2010,10,0,0,1031,1970,871,3
3576,21,27,23,2009,4,0,0,1686,763,1767,5
3577,80,37,9,2003,10,15,18,916,1182,1321,3
3578,767,20,14,2009,10,0,0,1498,1943,140,3
3510,165,37,9,2010,6,10,13,914,89,1040,3
199,691,37,9,2010,10,18,0,1019,195,817,2
3711,473,37,9,2002,1,7,0,524,337,444,2
3717,218,6,22,2002,8,10,0,52,59,1157,5
3718,592,6,22,2007,8,10,0,509,441,984,5
30,165,37,9,1995,8,10,17,223,1404,699,3
30,165,37,9,1995,8,10,17,223,1404,699,3
30,165,37,9,1995,8,10,17,223,1404,699,3
30,165,37,9,1995,8,10,17,223,1404,699,3
30,165,37,9,1995,8,10,17,223,1404,699,3
1,549,36,9,2010,1,3,13,494,1348,1467,3
2,776,23,9,2010,10,14,21,491,135,137,3
16,618,37,9,2010,1,17,21,98,1181,328,4
42,354,37,9,2010,1,3,21,1180,224,1552,4
66,666,37,9,2010,1,3,8,437,1795,1374,4
1,549,36,9,2010,1,3,13,494,1348,1467,3
2,776,23,9,2010,10,14,21,491,135,137,3
16,618,37,9,2010,1,17,21,98,1181,328,4
42,354,37,9,2010,1,3,21,1180,224,1552,4
66,666,37,9,2010,1,3,8,437,1795,1374,4
1,549,36,9,2010,1,3,13,494,1348,1467,3
2,776,23,9,2010,10,14,21,491,135,137,3
16,618,37,9,2010,1,17,21,98,1181,328,4
42,354,37,9,2010,1,3,21,1180,224,1552,4
66,666,37,9,2010,1,3,8,437,1795,1374,4
1,549,36,9,2010,1,3,13,494,1348,1467,3
2,776,23,9,2010,10,14,21,491,135,137,3
16,618,37,9,2010,1,17,21,98,1181,328,4
42,354,37,9,2010,1,3,21,1180,224,1552,4
66,666,37,9,2010,1,3,8,437,1795,1374,4
1,549,36,9,2010,1,3,13,494,1348,1467,3
2,776,23,9,2010,10,14,21,491,135,137,3
16,618,37,9,2010,1,17,21,98,1181,328,4
42,354,37,9,2010,1,3,21,1180,224,1552,4
66,666,37,9,2010,1,3,8,437,1795,1374,4
16,618,37,9,2010,1,17,21,98,1181,328,1
16,618,37,9,2010,1,17,21,98,1181,328,1
16,618,37,9,2010,1,17,21,98,1181,328,1
16,618,37,9,2010,1,17,21,98,1181,328,1
16,618,37,9,2010,1,17,21,98,1181,328,1
49,546,37,9,2010,7,18,0,513,1037,311,4
66,666,37,9,2010,1,3,8,437,1795,1374,2
78,814,37,9,2009,1,8,12,1241,195,1302,5
79,178,37,9,2010,10,12,18,1121,1629,1820,3
98,524,37,9,2004,10,18,12,925,1058,1113,3
137,749,37,9,2010,1,3,8,881,1994,335,3
49,546,37,9,2010,7,18,0,513,1037,311,4
66,666,37,9,2010,1,3,8,437,1795,1374,2
78,814,37,9,2009,1,8,12,1241,195,1302,5
79,178,37,9,2010,10,12,18,1121,1629,1820,3
98,524,37,9,2004,10,18,12,925,1058,1113,3
137,749,37,9,2010,1,3,8,881,1994,335,3
49,546,37,9,2010,7,18,0,513,1037,311,4
66,666,37,9,2010,1,3,8,437,1795,1374,2
78,814,37,9,2009,1,8,12,1241,195,1302,5
79,178,37,9,2010,10,12,18,1121,1629,1820,3
98,524,37,9,2004,10,18,12,925,1058,1113,3
137,749,37,9,2010,1,3,8,881,1994,335,3
49,546,37,9,2010,7,18,0,513,1037,311,4
66,666,37,9,2010,1,3,8,437,1795,1374,2
78,814,37,9,2009,1,8,12,1241,195,1302,5
79,178,37,9,2010,10,12,18,1121,1629,1820,3
98,524,37,9,2004,10,18,12,925,1058,1113,3
137,749,37,9,2010,1,3,8,881,1994,335,3
49,546,37,9,2010,7,18,0,513,1037,311,4
66,666,37,9,2010,1,3,8,437,1795,1374,2
78,814,37,9,2009,1,8,12,1241,195,1302,5
79,178,37,9,2010,10,12,18,1121,1629,1820,3
98,524,37,9,2004,10,18,12,925,1058,1113,3
